Input Text Part 1,Input Text Part 2,Ground Truth Label,Model Prediction
hi how can i help you find a movie?,have you ever seen scary movie ( 2000 )?,0,0
have you seeen blockers ( 2018 )?,or the black panthers : vanguard of the revolution ( 2015 )?,0,1
are you looking for a movie?,it was very good. and not too scary or gruesome for someone who doesn't normally watch them,0,0
hello what kind of movies are you looking for?,"yes adam sandler has made so many great movies, i even like his newer ones like click ( 2006 ) and grown ups ( 2010 ).",0,0
thanks. goodbye.,have you seen it,0,0
ok.. if it is the story of survival that you liked,empire of the ants ( 1977 ) freaked me out as a child,0,0
i'm well! having a good start to the day!,you're welcome!,1,1
"yeah, i liked the first one, deadpool ( 2016 ) did you see that one?",have you seen the new movies avengers : infinity war ( 2018 ) or isle of dogs ( 2018 )?,1,1
how can i help you today?,looking for any movie recommendations?,1,1
"wonderful, i just seen this awesome movie call avengers : infinity war ( 2018 ), have you seen it?","hey there, can i recommend a movie for you?",0,0
yes i seen it 3 time!,have you seen fifty shades of grey ( 2015 ),0,0
"good day to you, too!",yes i have,1,1
can i help yo,"hey there, can i recommend a movie for you?",1,1
have you seen talladega nights : the ballad of ricky bobby ( 2006 ) or the hangover ( 2009 )?,have you seen that at all?,1,1
the others ( 2001 ) is pretty creepy,i love x - men ( 2000 ),1,1
your welcome,good bye,1,1
what kind of movies can i help you with tonight?,can i help you find a good movie tonight?,1,1
even if you are nt a fan of sci fi,or maybe you are into more slick comedy like fifty shades of black ( 2016 ),1,1
thank you!,hello,1,1
i will add it to the netflix que. thank you!,enjoy them,1,1
what kind of movies do you like.,have a good evening and enjoy those movies,0,0
so funny and just ridiculous.,i've seen click ( 2006 ) but i don't like it as much as his older movies.,1,1
i haven ‚ ao√n√¥t seen homecoming,but that is a scary one,0,0
hey there. can i recommend something to watch?,have you ever seen monster ( 2003 ) with charlize theron?,0,0
hmm. do you highly recommend all of the lord of the rings movies? i have not seen them! maybe you'd like the golden compass ( 2007 )?,i've seen click ( 2006 ) but i don't like it as much as his older movies.,0,0
"great, anytime!",are you looking for a movie?,0,0
good bye,not as old but airplane! ( 1980 ) i would consider a semi classic.,0,0
x - men : the last stand ( 2006 ) was another good xmen movie,it's one of the best movies ever made.,1,1
would like to know a comedy or something more serious like the godfather ( 1991 )?,or it ( 2017 )?!,1,1
or it ( 2017 )?!,i wonder if you have seen any of the movies i suggested?,0,1
maybe you feel like an action movie today? die hard ( 1988 ) or the transporter ( 2002 ),hmm. do you highly recommend all of the lord of the rings movies? i have not seen them! maybe you'd like the golden compass ( 2007 )?,1,1
have you seen sleeping beauty ( 2011 ) it's a classic,have you seen the avengers ( 2012 ),1,1
how about the wedding singer ( 1998 ),or do you like scary movies?,1,1
"grand hotel ( 1932 ) is another favorite old movie of mine, though it doesn't have the same hard - boiled feel to it","i like that scared to the couch feeling, though sometimes i have to follow up my horror movies with a great comedy. something like the waterboy ( 1998 ).",1,1
how can i help you today?,"good afternoon! i'm good, i hope you are well! are you looking for a movie suggestion?",1,1
i have not seen peter rabbit ( 2018 ) i will have to add that one to my must watch list.,or truth or dare ( 2013 )?,0,0
have you ever seen you don't mess with the zohan ( 2008 )?,"seth rogan is in it, danny mcbride",0,0
looking for any movie recommendations?,looking for a good movie?,1,1
need some movies?,have you seen little miss sunshine ( 2006 )?,0,0
"well, i hope i have helped",bye!,1,1
what kinds of movies do you like? do you like dramatic movies?,hello can you tell me what kind of movies you like best?,1,1
or insidious ( 2011 )?,hey there!,0,0
looking for a good movie?,hey there. can i recommend a movie for you?,1,1
hello,are you looking for a good movie to watch?,0,0
"so, what would you like to watch?",well how about wonder woman ( 2017 ).,0,1
hello! have you seen either of these? avengers : infinity war ( 2018 ) or thor,hi,0,0
for me the best fantsy is the lord of the rings,did you watch the exorcist ( 1973 )?,0,0
i have not seen those movies.,i can help you,0,0
hello. have you seen jaws ( 1975 ),what was the last movie you saw?,1,1
i also would recommend you american pie 2 ( 2001 ),did you see that new will ferrel movie the house ( 2017 )?,0,0
how about the sixth sense?,what kind of movie genres do you like,1,1
i agree it was more intense then it ( 1988 ),thank you.,0,0
yes you will enjoy them,chris rock. he dies by accident and comes back in someone else body.,0,0
yeh that's the one she is a great actress,i also enjoy classic horror movies like a nightmare on elm street ( 1984 ) and a nightmare on elm street 2 : freddy's revenge ( 1985 ),1,1
good bye i see you later,i love that movie.,0,0
have you seen little miss sunshine ( 2006 )?,have you seen avengers : infinity war ( 2018 ),1,1
good bye,hi,1,1
i never even heard of it,have you seen avengers : infinity war ( 2018 ),0,0
"i am good as well, thanks. how can i help you today?",your welcome,0,1
no i havent.,click ( 2010 ) was good,0,0
woudl you like any other suggestions?,are you looking for a movie to watch today?,1,1
what movies outs die of the romance genre do you like?,oh yes let me think..,0,0
"did o help you, or do you need more help?",do you need my help,1,1
or arrival ( 2016 )?,tell me what would you like to watch?,1,1
i love a good steven king movie,"likewise, alpacino is great.",1,1
hello!,maybe you feel like an action movie today? die hard ( 1988 ) or the transporter ( 2002 ),0,0
definitely the movie step brothers ( 2008 ) is for you!,ok.. if it is the story of survival that you liked,0,1
it is very good.,i could recommend you american pie ( 1999 ),0,0
you if youre a fan of seth rogen haha.,that is very scary,0,1
can i help you,well how about wonder woman ( 2017 ).,0,0
like billy madison ( 1995 )?,or maybe avengers : infinity war ( 2018 )?,1,1
no the only marvel movie i have seen was avengers : infinity war ( 2018 ).,i just watched avengers : infinity war ( 2018 ),1,1
"i like action, comedy, and thrillers mostly. what about you?","hi, what kind of movies do you like?",1,1
or maybe tangled ( 2010 )?,but that is a scary one,0,0
i've seen click ( 2006 ) but i don't like it as much as his older movies.,and did you watch the last exorcism ( 2010 )?,0,0
are you looking for a good movie to watch?,"i like bruce willis in a lot of movies, especially in die hard ( 1988 )",0,0
have you seen raiders of the lost ark ( 1981 )? that is a classic.,what about spider - man : homecoming ( 2017 ),1,0
looking for a good movie?,"oh ok, so you like romantic comidies!",0,0
oh yes let me think..,did you watch it ( 2017 )?,0,0
even though i would rather the old one,yeah thats a good one.,0,0
like billy madison ( 1995 )?,or zack and miri make a porno ( 2008 )?,1,1
"did o help you, or do you need more help?",have you seen avengers : infinity war ( 2018 ),0,0
those are good movies as well,there are many of those movies any of them are really awesome,0,1
have you seen avengers : infinity war ( 2018 )?,"yeah, i liked the first one, deadpool ( 2016 ) did you see that one?",1,1
are you looking for a movie to watch?,can i help you,1,1
for me the best fantsy is the lord of the rings,if bro and tell me what else can i help you...,0,0
"yeah those are the best, especially pulp fiction.","yeah, me too. laughter is the best medicine!",1,1
hello there. looking for a good movie?,i hope you have something here you can use?,1,1
then might i recommend last action hero ( 1993 ) starring arnold schwarzenegger?,really? i didnt know that. you are going to have me go look it up.,0,0
"good afternoon! i'm good, i hope you are well! are you looking for a movie suggestion?",me too!!! i ‚ ao√n√¥m excited to watch it!,0,0
i loved that movie actually haha.,what kind of movie genres do you like,0,0
did you see that new will ferrel movie the house ( 2017 )?,have you ever seen click ( 2006 )?,1,1
"hello, there is a movie that i have always enjoyed and i'm not sure what you would call the genre but the movie is donnie darko ( 2001 ) have you ever seen this one?",have you seen little miss sunshine ( 2006 )?,1,1
i am here to help1,"i liked it too, it was very interesting",0,0
"no problem, bye",hi,1,1
tell me what kind of movies would you like to watch?,"i like that scared to the couch feeling, though sometimes i have to follow up my horror movies with a great comedy. something like the waterboy ( 1998 ).",0,0
hello! can i help you find a movie?,do you need my help,1,1
one of my favorites from him is the astronaut's wife ( 1999 ),click ( 2010 ) was good,1,1
hmm. do you highly recommend all of the lord of the rings movies? i have not seen them! maybe you'd like the golden compass ( 2007 )?,yes. well you like will smith : ),0,0
hello there. i am here to recommend some movies to you.,let me think,1,1
is there anything else i can help you with?,great. thanks. looking for any good movies?,1,1
have you seen avengers : infinity war ( 2018 ),have you see the blues brothers ( 1980 ) or rush hour ( 1998 )?,1,1
how about maid in manhattan,"haven ‚ ao√n√¥t seen rear window, perhaps i ‚ ao√n√¥ll check it out",0,0
i do!,did you watch click ( 2006 )?,0,0
its the ultimate classic,ok.. if it is the story of survival that you liked,0,0
it is very good.,creed ( 2015 ) is an awesome movie as well. i love boxing movies,1,1
we are a big fan of spaceballs ( 1987 ) and blazing saddles ( 1974 ) in my house. a bit older like the two you mentioned and super funny. i just love mel brooks,"i like that scared to the couch feeling, though sometimes i have to follow up my horror movies with a great comedy. something like the waterboy ( 1998 ).",1,1
no i have not seen that movie.,i havent seen it,1,1
also back to the future ( 1985 ) is a classic sci - fi movie.,chris rock. he dies by accident and comes back in someone else body.,1,1
or maybe grease 2 ( 1982 )?,or dodgeball : a true underdog story ( 2004 )?,1,1
ok have you seen seabiscuit ( 2003 ),good bye,0,0
one of my favorites from him is the astronaut's wife ( 1999 ),are you looking for a movie?,0,0
i really like captain america : civil war ( 2016 ) also,"seth rogan is in it, danny mcbride",0,0
i love bruce willis too and can watch the movie over and over.,"what else would you like in the movie? comedy, fairy tales?",0,0
have you seen annihilation ( 2018 )? i would recommend it.,have you seen avengers : infinity war ( 2018 ),1,1
what kind of movies do you like.,i seen it 3 times i ‚ ao√n√¥m black panther out lol,0,0
yes i think so,do you like marvel movies?,0,0
"good day to you, too!",good bye,1,1
do you like pineapple express ( 2008 )?,"hello, what type of movies do you like?",1,1
yes very true,i havent seen that one,0,0
there is fargo ( 1996 ) have you seen it?,i haven ‚ ao√n√¥t seen it yet,0,0
"you're welcome. have a great day, good bye.",bye,1,1
have you seen fifty shades of grey ( 2015 ),i love napoleon dynamite,0,0
what kind of movies do you like? i love horrors!,have you seen that one?,0,0
i like old school horror movies like a nightmare on elm street ( 1984 ) have you ever seen this one?,have you seen batman ( 1989 ),1,1
"it was nice talking to you, good bye",goodbye,1,1
tell what kind of movie would you like to watch?,what kind of movies would you like to watch?,1,1
have you ever seen click ( 2006 )?,are you looking for a movie?,0,0
tell me what kind of movie do you like?,are you looking for something older or newer?,1,1
are you looking for a movie?,hi how can i help you find a movie?,1,1
stardust ( 2007 ) is also a good action adventure romance.,i love a good steven king movie,1,1
"thank you, good bye /","yes, avengers is good",0,0
i have not seen taht movie,have you ever seen monster ( 2003 ) with charlize theron?,0,0
do you not like scary movies?,do you like that kind of movies?,1,1
yes of course,hi i am good,1,1
have you seen little miss sunshine ( 2006 )?,no i have not seen that movie.,0,0
"hi, how can i help?",can i help you,1,1
what about spider - man : homecoming ( 2017 )?,have you see the blues brothers ( 1980 ) or rush hour ( 1998 )?,1,1
are you looking for a good movie to watch?,but i should check it out,0,0
have you seen annihilation ( 2018 )? i would recommend it.,great. thanks. looking for any good movies?,0,0
"hey there, can i recommend a movie for you?",can i help you,1,1
like billy madison ( 1995 )?,did you watch avengers : infinity war ( 2018 )?,0,1
which once that i recommended would you like to watch?,as man of steel ( 2013 )?,1,1
im fine thanks!,hello,1,1
hello! have you seen either of these? avengers : infinity war ( 2018 ) or thor,can i help you find a movie?,0,0
have you seen it ( 2017 ),hello! have you seen either of these? avengers : infinity war ( 2018 ) or thor,1,1
let me think,i liked it too,0,0
great! goodbye.,have you seen it,0,0
thanks!,it's with daniel radcliffe where he is like a reanimated corpse and he helps a guy stranded on an island. it's wacky.,0,0
but you've probably already seen that..,"i just watched the punisher on netflix, the show",0,0
you are welcome,hey there!,1,1
goodbye,hello,1,1
no i haven't.,i've heard the same abut that movie,0,0
i love bruce willis too and can watch the movie over and over.,is that enough family friendly and adventure films for you?,0,0
hello,have you ever seen scary movie ( 2000 )?,0,0
i can tell you to watch click ( 2006 ),how can i help you today?,0,0
i liked it too,but you've probably already seen that..,0,0
maybe action movies like hot fuzz ( 2007 )?,or maybe avengers : infinity war ( 2018 )?,1,1
i like old school horror movies like a nightmare on elm street ( 1984 ) have you ever seen this one?,and it ( 1990 )?,1,0
it's based on a book about a rogue shark that terrorizes a small beach community during the tourist summer season.,it's a love story about two young people who meet in the summer and they fall in love and they have to part ways for a long time but end up meeting agian,1,1
or even a classic / cheesy action film like the rock ( 1996 )?,"good afternoon! i'm good, i hope you are well! are you looking for a movie suggestion?",0,0
"hi, what kind of movies do you like?",can i recommend this is the end ( 2013 )?,0,1
there is fargo ( 1996 ) have you seen it?,have you watched ant - man ( 2015 )?,1,1
tell what kind of movie would you like to watch?,or do you like scary movies?,1,1
a whole bunch of comedic actors are in it,no i haven't.,0,0
yes i think so,are you looking for a movie?,0,0
maybe you feel like an action movie today? die hard ( 1988 ) or the transporter ( 2002 ),may i recommend the transporter ( 2002 ) or from paris with love ( 2010 )?,1,1
yes! i cant remember his name.,or the black panthers : vanguard of the revolution ( 2015 )?,0,0
you're welcome.,you are welcome,1,1
hello,how can i help you today?,0,0
have you ever seen the conjuring ( 2013 ),"there's something about mary ( 1998 ) ething about mary is a great movie, very funny. have you seen the wedding singer ( 1998 )?",1,1
"me too, buddy.",let me think..,0,0
is that enough family friendly and adventure films for you?,do you mind if i ask you some questions first?,0,1
any plans for today? should i recommend you something?,"it was nice talking to you, good bye",0,0
yes very true,you're welcome!,0,0
"hello, sure i will.",i'm not super familiar with scary movies. i have a friend who loves them and prefers the classics like a nightmare on elm street ( 1984 ) and bride of chucky ( 1998 ),0,0
yes. well you like will smith : ),do you like pineapple express ( 2008 )?,0,0
have you seen the new movies avengers : infinity war ( 2018 ) or isle of dogs ( 2018 )?,did you watch it ( 2017 )?,1,1
i have not seen the remake.,what kind of movies can i help you with tonight?,0,0
"hi, how can i help?",can i help yo,1,1
"sure! i like comedies a lot. i like movies like hot tub time machine and super troopers ( 2001 ), but i also like identity thief ( 2013 ) and the heat ( 2013 ).",i gotta rec the classic pirates of the caribbean,0,1
have you seen that at all?,chris rock. he dies by accident and comes back in someone else body.,0,0
nice! i'm well. i enjoyed my weekend. i saw deadpool 2 ( 2018 ) with my bf. did you see it?,have you seen it ( 2017 ),1,1
"oh for sure, it is a great movie and mark wahlberg is a stud. have you ever seen boogie nights ( 1997 )?",is that enough family friendly and adventure films for you?,0,0
can i help you with a movie,hello,0,0
i did. it was great.,did you watch click ( 2006 )?,0,0
"i have, and if you like psychological thrillers like that, might i recommend mama ( 2013 )?",so you like action?,1,1
maybe you would like highlander : endgame ( 2000 )?,also back to the future ( 1985 ) is a classic sci - fi movie.,0,0
it's with daniel radcliffe where he is like a reanimated corpse and he helps a guy stranded on an island. it's wacky.,no not seen it.,0,0
maybe a good comedy?,maybe action movies like hot fuzz ( 2007 )?,1,1
what kind of movies do you like?,the house ( 2017 ) was a good will ferrell movie from last year.,0,0
i think you would really like the shining ( 1980 ).,i thought so. very funny,0,0
hey,oh that sounds like one i will have to check out.,0,0
i thought so. very funny,"i haven't seen it yet, but my friend liked it.",0,0
you should try those,hi are you looking for a movie,0,0
i can tell you to watch click ( 2006 ),i have not seen taht movie,0,0
good bye,"thank you, good bye.",1,1
i hope this has helped?,or maybe grease 2 ( 1982 )?,1,1
have you seen american pie ( 1999 )?,what was the last movie you saw?,1,1
you like to watch them?,i will watch it soon,0,0
empire of the ants ( 1977 ) freaked me out as a child,or dodgeball : a true underdog story ( 2004 )?,0,0
have you seen talladega nights : the ballad of ricky bobby ( 2006 ) or the hangover ( 2009 )?,"yes, what types of movies are you interested in?",0,0
what kind of movie genres do you like,tell me what kind of movies do you like?,1,1
"i like action, comedy, and thrillers mostly. what about you?",or even a classic / cheesy action film like the rock ( 1996 )?,0,1
lol,"no problem, enjoy and goodbye",0,1
hey there. could i recommend a movie for you?,tell me what kind of movie do you like?,0,0
have you ever seen click ( 2006 )?,i love bruce willis too and can watch the movie over and over.,0,0
"you too, thank you... goodnight.",good bye,1,1
"likewise, alpacino is great.",looking for any good movies?,0,0
ok have you seen seabiscuit ( 2003 ),have you seen talladega nights : the ballad of ricky bobby ( 2006 ) or the hangover ( 2009 )?,1,1
yeah thats a good one.,there are many of those movies any of them are really awesome,0,1
i can recommend you the mask ( 1994 ) which was made by jin carrey,even though i would rather the old one,0,0
same here,or maybe grease 2 ( 1982 )?,0,0
"sure, i love dramas. what is your favorite drama?","hey there, can i recommend a movie for you?",0,0
have you seen avengers : infinity war ( 2018 ),i love napoleon dynamite,0,0
thank you!,yes. hot fuzz ( 2007 ) is a very clever action / comedy.,0,0
hi! have you seen a good action movie lately?,have you seen both of those movies?,1,1
hi are you looking for a movie,was i able to help you tonight?,1,1
goodbye,tell what kind of movie would you like to watch?,0,0
nice! i'm well. i enjoyed my weekend. i saw deadpool 2 ( 2018 ) with my bf. did you see it?,did you watch avengers : infinity war ( 2018 )?,1,1
"well, i hope i have helped",they do say there is no bond like one between a man and his dog.,0,0
"thank you too. you have a great day, good bye.",your welcome,1,1
i like the same as you,me too!!! i ‚ ao√n√¥m excited to watch it!,1,1
maybe a good comedy?,maybe you would like highlander : endgame ( 2000 )?,1,1
i thought so. very funny,"yes you do, maybe even too much.",1,1
have you seen the movie the godfather ( 1972 ),have you watched ant - man ( 2015 )?,1,1
i haven't actually seen that many.,no i haven't.,1,1
thank you.,its sort of comic book / video game style movie,0,0
great! what kind of movies do you like?,ok,0,0
i watched it too.,yes i think so,1,0
have you seen batman ( 1989 ),"yeah, i think that's one of the best i have ever seen",0,0
"i am well, looking for a good movie?",woudl you like any other suggestions?,1,1
"scary movie is funny, i liked it a lot","thank you, good bye.",0,0
those movies are made by adan sandler even though click ( 2006 ) is better than the another one,yes. hot fuzz ( 2007 ) is a very clever action / comedy.,1,1
what about spider - man : homecoming ( 2017 )?,and it ( 1990 )?,1,1
looking for a good movie?,i like old school horror movies like a nightmare on elm street ( 1984 ) have you ever seen this one?,0,0
have you ever seen american pie ( 1999 )?,have you seen jack reacher ( 2012 )?,1,1
i haven't either but i plan on it.,"i did! it was funny. oh yes, i liked the old deadpool ( 2016 ) too!",1,0
so you like adventure movies?,i've never seen fear ( 1990 ). even though it's more 80s you might like heathers ( 1988 ) if you liked cruel intentions ( 1999 ).,0,0
may i reccomend some comedies such as kingpin ( 1996 ) or superbad ( 2007 )?,is that enough family friendly and adventure films for you?,1,1
did you watch the exorcist ( 1973 )?,i agree,0,0
have you seen that at all?,"thank you, good bye.",0,0
"i like bruce willis in a lot of movies, especially in die hard ( 1988 )",it really portrays how the majority of america really is,1,1
it's based on 1970's in new york,can i recommend this is the end ( 2013 )?,0,0
have you seen batman ( 1989 ),have you seen it?,1,1
or super troopers 2 ( 2018 )?,hello,0,0
aldo titanic ( 2012 ) is great. what movies do you like,"ok, i will have to check it out.",0,0
you're welcome!,bye,1,1
"yeah, me too. laughter is the best medicine!","hi, what kind of movies are you looking for.",0,0
i didn't think the american pie ( 1999 ) movies were that great,good bye,0,0
"scary movie is funny, i liked it a lot",what about spider - man : homecoming ( 2017 ),0,0
"you too, thank you... goodnight.","thank you, good bye /",1,1
have you seen girls trip ( 2017 ),did you watch it ( 2017 )?,1,1
have you seen lethal weapon ( 1987 ),have you seeen blockers ( 2018 )?,1,1
do you mind if i ask you some questions first?,"i'm great thanks, what kind of movies do you like?",0,0
no i have not seen that one either. i guess i have a few to look into. i really liked annabelle ( 2014 ) though.,even though i would rather the old one,1,1
excellent! i hope you enjoy,hello can you tell me what kind of movies you like best?,0,0
yeah those are great movies,no i have not seen that movie.,0,0
i also enjoy classic horror movies like a nightmare on elm street ( 1984 ) and a nightmare on elm street 2 : freddy's revenge ( 1985 ),"grand hotel ( 1932 ) is another favorite old movie of mine, though it doesn't have the same hard - boiled feel to it",1,1
hello,"cool. maybe i helped. yes, i love that movie.",0,0
"i like bruce willis in a lot of movies, especially in die hard ( 1988 )",it's awesome. its a really funny murder mystery with val kilmer and rdj,1,1
perfect! me too!,"yeah, me too. laughter is the best medicine!",1,1
i liked that one too!,tell what kind of movie would you like to watch?,0,0
do you not like scary movies?,did you like the scifi aspect of donnie darko ( 2001 )?,1,1
have you seen it,i seen it 3 times i ‚ ao√n√¥m black panther out lol,0,0
that's great it's a great movies. have you seen tomb raider ( 2018 ),thanks. goodbye.,0,0
if bro and tell me what else can i help you...,it is very good.,0,0
its sort of comic book / video game style movie,you if youre a fan of seth rogen haha.,0,1
what kind of movies do you like? i love horrors!,i am not a horror film fanatic but i will watch it.,0,0
do you like pineapple express ( 2008 )?,it is about batman and the joker,0,0
hello. can you recommend a movie for me that you think is good?,hi. how can i help you today?,1,1
great. good bye my friend.,yes that is the movie i suggest.,0,1
hello,hi,1,1
what kind of movies would you like to watch?,bye!,0,0
"me, too!",or beauty and the beast ( 2017 )?,0,0
ok have you seen seabiscuit ( 2003 ),i do!,0,0
that's really good,oh that sounds like one i will have to check out.,0,0
i wonder if you have seen any of the movies i suggested?,sounds good. you have a great day. thank you and good bye.,0,0
what about black panther ( 2018 ),it is very creepy and dark but full of suspense,0,0
well how about wonder woman ( 2017 ).,what kind of movies do you like?,1,1
did you like the scifi aspect of donnie darko ( 2001 )?,tell me what kind of movies would you like to watch?,1,1
ok.. if it is the story of survival that you liked,what kind of movies do you like?,0,1
i really like captain america : civil war ( 2016 ) also,hi i am good,0,0
hi,no i havent seen the new one,0,0
anything else,do you mind if i ask you some questions first?,1,1
have you seen kill bill?,what kind of movies would you like to watch?,0,0
how about house of 1000 corpses ( 2003 ),hello,0,0
have a good evening and enjoy those movies,you should try them,1,1
have you seen 21 jump street ( 2012 )? i thought that was a pretty funny movie,did you watch click ( 2006 )?,1,1
hello,what can i help you fiind tonight?,0,0
"me too, buddy.",i haven't seen thor : ragnarok ( 2017 ).,0,0
do you need my help,hello there. looking for a good movie?,1,1
"yes, what types of movies are you interested in?","what else would you like in the movie? comedy, fairy tales?",1,1
great. goodbye.,good bye,1,1
all of your examples were female leads,i agree it was more intense then it ( 1988 ),0,0
are you looking for a movie to watch today?,i enjoyed house at the end of the street ( 2012 ) but have not seen the last house on the left ( 2009 ) or the last house on the left ( 1972 ).,0,0
do you need my help,good bye,0,0
"likewise, alpacino is great.",great! what type of movies do you like?,0,0
great! goodbye.,hey there!,1,1
have you ever seen american pie ( 1999 )?,samuel jackson made the movie great!,0,0
i have not seen the remake.,i'm not super familiar with scary movies. i have a friend who loves them and prefers the classics like a nightmare on elm street ( 1984 ) and bride of chucky ( 1998 ),1,1
yes very true,have you seen avengers : infinity war ( 2018 )?,0,0
i can't wait to see it,have you seen the movie the godfather ( 1972 ),0,0
have you seen both of those movies?,"do you like classic dramas like casablanca, or would you prefer something more recent?",0,0
"thank you, good bye",you should try them,0,1
"i am good as well, thanks. how can i help you today?",was i able to help you tonight?,1,1
yeah thats a good one.,yes i think so,1,0
have you seen avengers : infinity war ( 2018 ),did you watch click ( 2006 )?,1,1
"cool. maybe i helped. yes, i love that movie.","oh ok, so you like romantic comidies!",0,1
yeh that's the one she is a great actress,"yes, avengers is good",1,1
can i help you,i want to see the new ant - man and the wasp ( 2018 ),0,0
hello,good bye,1,1
hi are you looking for a movie,need help finding a good movie?,1,1
you too,"thank you, good bye /",1,1
what type of movies do you like?,hello,0,0
did you watch avengers : infinity war ( 2018 ),yes you will enjoy them,0,0
what kind of movies do you like? i love horrors!,what kind of movies would you like to watch?,1,1
"me neither haha, i hope i have helped you",i do!,1,0
lol,hello,1,1
hello. have you seen jaws ( 1975 ),have you seen american pie ( 1999 )?,1,1
"i like bruce willis in a lot of movies, especially in die hard ( 1988 )",get out ( 2017 ) was so good.,1,1
hi i'm good. are you looking for a movie?,looking for some good movies?,1,1
have you seeen blockers ( 2018 )?,have you seen the avengers ( 2012 ),1,1
i hope you have something here you can use?,hello there. looking for some good movies?,1,1
i haven't either but i plan on it.,tell me what kind of movies do you like?,0,0
ok,"thank you, good bye.",1,1
are you looking for a movie to watch?,looking for any movie recommendations?,1,1
"i'm good, it seems i'm supposed to recommend movies to you, is there anything you are interested in?",hello. can you recommend a movie for me that you think is good?,1,1
what about black panther ( 2018 ),what kind of movie genres do you like,1,1
would like to know a comedy or something more serious like the godfather ( 1991 )?,or arrival ( 2016 )?,1,1
i enjoyed house at the end of the street ( 2012 ) but have not seen the last house on the left ( 2009 ) or the last house on the left ( 1972 ).,"hello, have you seen the new it movie?",0,0
it is very creepy and dark but full of suspense,fight club ( 1999 ) and the shawshank redemption ( 1994 ) are two of my favorite movies.,1,1
"did o help you, or do you need more help?",hello im so bored can you help with a good movie,1,1
i want to see the new ant - man and the wasp ( 2018 ),no i have not seen that one either. i guess i have a few to look into. i really liked annabelle ( 2014 ) though.,0,0
need some good movie?,need help finding a good movie?,1,1
i have never seen either of those movies. do you like comedies like the waterboy ( 1998 ) or something like black sheep ( 1996 ).,what genre of movie do you like?,1,1
"good afternoon! i'm good, i hope you are well! are you looking for a movie suggestion?",is there anything else i can help you with?,1,1
have you ever seen monster ( 2003 ) with charlize theron?,have you seen it,1,1
"there's something about mary ( 1998 ) ething about mary is a great movie, very funny. have you seen the wedding singer ( 1998 )?",have you ever seen click ( 2006 )?,1,1
looking for some good movies?,looking for a good movie?,1,1
it is very good.,i hope i have helped,1,1
"hello, have you seen the new it movie?",tell what kind of movie would you like to watch?,0,0
"sure, i love dramas. what is your favorite drama?",what kind of movies would you like to watch?,1,1
i love happy gilmore ( 1996 ).,did you watch click ( 2006 )?,0,0
well that one definitely isn't funny. how about black sheep ( 1996 ) or another classic uncle buck,great! what type of movies do you like?,1,1
no but i grew up watching it!,i love mob movies. if you haven't seen gangs of new york ( 2002 ) you should give it a peek,0,0
ok.. if it is the story of survival that you liked,see you!,0,0
hello looking for a funny movie any suggestions?,i want to share movies to you,0,0
have you watched deadpool ( 2016 ) the first one?,have you seen the new movies avengers : infinity war ( 2018 ) or isle of dogs ( 2018 )?,1,1
"you too, thank you... goodnight.",hello,1,1
have you ever seen scary movie ( 2000 )?,"hey there, can i recommend a movie for you?",0,0
get out ( 2017 ) was so good.,my favorite adam sandler movie is definitely billy madison ( 1995 ),1,1
"i am good as well, thanks. how can i help you today?",hey there. could i recommend a movie for you?,1,1
what about black panther ( 2018 ),well that one definitely isn't funny. how about black sheep ( 1996 ) or another classic uncle buck,1,1
is there anything else i can help you with?,which once that i recommended would you like to watch?,0,0
i also enjoy classic horror movies like a nightmare on elm street ( 1984 ) and a nightmare on elm street 2 : freddy's revenge ( 1985 ),it's awesome. its a really funny murder mystery with val kilmer and rdj,1,1
so you like adventure movies?,tell me what would you like to watch?,1,1
have you seen the new movies avengers : infinity war ( 2018 ) or isle of dogs ( 2018 )?,hello,0,0
have you ever seen american pie ( 1999 )?,have you watched deadpool ( 2016 ) the first one?,1,1
hello looking for a funny movie any suggestions?,hello there. looking for a good movie?,1,1
need some movies?,hello! how may i help you today?,1,1
did you like the scifi aspect of donnie darko ( 2001 )?,i love the movie little nicky ( 2000 ) an all time favorite,0,0
"hi, how can i help you?",would you like some more suggestions?,1,1
have you seen it ( 2017 ),have you see the blues brothers ( 1980 ) or rush hour ( 1998 )?,1,1
can i help you with a movie,what kind of movies would you like to watch?,0,1
you're welcome.,i enjoyed the texas chainsaw massacre ( 2003 ) too.,0,0
the second one a nightmare on elm street 2 : freddy's revenge ( 1985 ) is great too.,it's one of the best movies ever made.,1,1
have you ever seen you don't mess with the zohan ( 2008 )?,did you watch it ( 2017 )?,1,1
i really like captain america : civil war ( 2016 ) also,fight club ( 1999 ) and the shawshank redemption ( 1994 ) are two of my favorite movies.,1,1
i like old school horror movies like a nightmare on elm street ( 1984 ) have you ever seen this one?,do you need some movie to watch tonight?,0,0
would the boy ( 2016 ) be a good horror choice?,great! what kind of movies do you like?,0,1
i like that movie too.,i liked it too,1,1
"you're welcome. have a great day, good bye.",hello what kind of movies are you looking for?,0,0
goodbye,do you like that kind of movies?,0,0
hello,i havent seen either,0,0
what kind of movie are you looking for now?,do you like marvel movies?,1,1
hi i am good,"i have, and if you like psychological thrillers like that, might i recommend mama ( 2013 )?",0,0
can i recommend this is the end ( 2013 )?,yes very true,0,0
no i havent seen the new one,for family movies finding dory ( 2016 ) or trolls ( 2016 )?,0,0
